Voltage (V)
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.087890625
-0.09033203125
-0.09033203125
-0.09033203125
-0.087890625
-0.087890625
-0.087890625
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.087890625
-0.09033203125
-0.09033203125
-0.087890625
-0.087890625
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.087890625
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.087890625
-0.087890625
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.087890625
-0.087890625
-0.087890625
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.087890625
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.087890625
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.087890625
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.09033203125
-0.0927734375
-0.09033203125
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.09033203125
-0.0927734375
-0.0927734375
-0.0927734375
-0.0927734375
-0.09033203125
-0.087890625
-0.0927734375
-0.0927734375
-0.09033203125
