Voltage (V)
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.1298828125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.1298828125
3.1298828125
3.1298828125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.1298828125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.12255859375
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.1298828125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.12255859375
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.1298828125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.1298828125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.1298828125
3.125
3.125
3.125
3.125
3.125
3.125
3.125
